日期,大类名称,中类名称,商品名称,销售数量,销售金额,退货金额,折扣金额,利润率,客单价
2023-01-23,家居用品,收纳,储物箱,72,23466.51,388.14,2613.23,0.43,325.92
2023-01-24,服装,男装,衬衫,285,660111.59,28707.12,49035.92,0.25,2316.18
2023-01-24,食品,零食,高端坚果,463,403619.86,15696.67,42321.47,0.33,871.75
2023-01-24,电子产品,手机,OPPO Find X,3,26660.64,1083.3,2614.61,0.32,8886.88
2023-01-24,家居用品,卫浴,镜子,16,29678.37,613.96,4036.27,0.19,1854.9
2023-01-24,家居用品,家具,办公椅,189,514747.49,22798.47,61062.46,0.16,2723.53
2023-01-24,服装,运动装,安德玛,164,439631.35,19458.08,22266.49,0.43,2680.68
2023-01-24,电子产品,配件,平板保护套,30,276156.32,2880.6,40673.75,0.46,9205.21
2023-01-24,服装,配饰,围巾,101,284156.74,10484.03,22872.61,0.4,2813.43
2023-01-24,家居用品,收纳,储物箱,150,718077.38,33927.47,91595.92,0.27,4787.18
2023-01-24,食品,零食,薯片,235,19971.16,628.66,1012.5,0.33,84.98
2023-01-24,食品,调味品,酱油,466,145507.4,1831.45,20038.19,0.2,312.25
2023-01-24,电子产品,配件,手机壳,16,116517.62,2544.55,6796.39,0.23,7282.35
2023-01-24,服装,童装,连衣裙,261,306982.38,13841.35,32009.81,0.26,1176.18
2023-01-24,食品,调味品,松露油,190,73976.31,1153.02,4522.7,0.21,389.35
2023-01-24,食品,调味品,进口橄榄油,200,55849.68,864.94,5140.81,0.18,279.25
2023-01-25,食品,生鲜,海鲜礼盒,373,268396.27,8452.85,35273.04,0.21,719.56
2023-01-25,食品,调味品,进口橄榄油,493,457310.36,7609.13,25239.62,0.36,927.61
2023-01-25,电子产品,相机,尼康Z6,95,301389.54,5994.21,43258.22,0.42,3172.52
2023-01-25,电子产品,平板电脑,iPad Pro,39,278098.75,6490.03,28735.7,0.35,7130.74
2023-01-25,家居用品,卫浴,花洒,156,180020.44,8422.25,9967.88,0.19,1153.98
2023-01-25,食品,生鲜,蔬菜,138,26981.47,355.56,1772.9,0.44,195.52
2023-01-25,服装,配饰,围巾,13,30968.88,936.57,1731.62,0.44,2382.22
2023-01-25,服装,配饰,奢侈品包包,155,70792.72,887.5,4764.64,0.4,456.73
2023-01-25,服装,童装,外套,273,475555.99,4949.64,69183.53,0.46,1741.96
2023-01-25,家居用品,收纳,置物架,168,405775.28,6289.64,53719.92,0.16,2415.33
2023-01-25,电子产品,游戏机,Switch OLED,82,655522.14,7074.95,82083.49,0.26,7994.17
2023-01-25,服装,童装,连衣裙,73,108362.88,2041.91,15739.69,0.37,1484.42
2023-01-25,家居用品,家纺,床上四件套,138,191132.34,8349.15,15745.78,0.33,1385.02
2023-01-25,家居用品,卫浴,镜子,19,16741.7,542.94,2410.82,0.16,881.14
2023-01-25,食品,粮油,橄榄油,82,7551.44,170.25,529.18,0.42,92.09
2023-01-26,食品,生鲜,蔬菜,302,187583.96,8311.11,17251.72,0.21,621.14
2023-01-26,家居用品,家纺,床上四件套,36,115918.46,4062.34,6897.73,0.36,3219.96
2023-01-26,家居用品,厨具,进口刀具,112,235333.96,8143.92,19823.51,0.26,2101.2
2023-01-26,电子产品,手机,OPPO Find X,51,448237.59,15531.14,39340.62,0.27,8788.97
2023-01-26,食品,零食,薯片,35,2201.77,28.73,232.44,0.34,62.91
2023-01-26,食品,饮料,矿泉水,188,116404.48,1237.15,13263.58,0.47,619.17
2023-01-26,服装,童装,外套,125,277009.73,9484.58,29224.21,0.26,2216.08
2023-01-26,电子产品,游戏机,Switch OLED,92,207509.03,2348.87,29263.42,0.16,2255.53
2023-01-26,家居用品,家纺,蚕丝被,180,776618.81,36992.72,63277.99,0.44,4314.55
2023-01-26,电子产品,智能手表,Apple Watch,4,8088.05,112.09,593.79,0.35,2022.01
2023-01-26,服装,男装,裤子,131,212119.62,5408.04,28928.2,0.32,1619.23
2023-01-26,家居用品,收纳,储物箱,67,277698.1,13850.42,39284.48,0.22,4144.75
2023-01-26,电子产品,笔记本,联想ThinkPad,54,146804.51,2539.41,13576.16,0.34,2718.6
2023-01-27,电子产品,平板电脑,华为MatePad,50,47218.64,922.47,3123.77,0.18,944.37
2023-01-27,服装,女装,外套,80,198898.23,2202.18,10282.4,0.49,2486.23
2023-01-27,食品,零食,饼干,289,175573.28,4601.32,23398.69,0.34,607.52
2023-01-27,服装,配饰,帽子,186,282526.46,12542.67,19670.61,0.2,1518.96
2023-01-27,食品,生鲜,海鲜礼盒,393,41119.04,1553.72,3621.01,0.23,104.63
2023-01-27,食品,零食,高端坚果,411,128829.5,3584.84,8174.93,0.46,313.45
2023-01-27,家居用品,家纺,床上四件套,96,465057.06,22132.91,57315.29,0.3,4844.34
2023-01-27,家居用品,家纺,毛巾套装,69,48755.82,2007.15,2822.74,0.41,706.61
2023-01-27,电子产品,智能手表,小米手环,50,49363.88,2196.5,6785.8,0.2,987.28
2023-01-27,食品,饮料,茅台酒,251,215094.15,8056.78,15878.66,0.15,856.95
2023-01-28,食品,饮料,茅台酒,199,5997.2,297.11,449.74,0.37,30.14
2023-01-28,食品,饮料,进口红酒,138,116343.81,2336.37,15117.7,0.22,843.07
2023-01-28,家居用品,收纳,置物架,26,69615.11,1886.39,5907.49,0.28,2677.5
2023-01-28,电子产品,笔记本,华为MateBook,17,98807.04,3363.91,6969.47,0.45,5812.18
2023-01-28,电子产品,智能手表,Garmin,87,555753.25,27754.36,82389.86,0.35,6387.97
2023-01-28,服装,男装,裤子,101,298570.55,3667.47,38759.79,0.47,2956.14
2023-01-28,服装,运动装,彪马,253,317652.08,6175.17,33786.39,0.16,1255.54
2023-01-28,家居用品,家纺,蚕丝被,10,23224.43,667.8,1283.91,0.27,2322.44
2023-01-28,服装,男装,商务西服,176,260881.74,9681.53,15640.64,0.19,1482.28
2023-01-28,食品,生鲜,蔬菜,173,57607.34,2509.05,3341.57,0.49,332.99
2023-01-28,服装,童装,运动服,295,460466.89,10592.84,51269.48,0.36,1560.9
2023-01-28,食品,生鲜,牛肉,87,45909.4,2233.86,4782.36,0.34,527.69
2023-01-28,食品,零食,薯片,391,208960.87,9973.91,25836.9,0.38,534.43
2023-01-28,家居用品,家纺,地毯,61,284270.0,12476.7,27990.55,0.42,4660.16
2023-01-28,服装,男装,商务西服,299,762525.51,14350.73,76533.05,0.39,2550.25
2023-01-29,家居用品,厨具,电饭煲,21,24814.13,249.84,1824.05,0.38,1181.63
2023-01-29,食品,生鲜,三文鱼,307,27870.92,430.56,3146.49,0.45,90.78
2023-01-29,食品,饮料,进口红酒,22,18185.02,569.36,2576.28,0.35,826.59
2023-01-29,服装,配饰,围巾,115,341683.97,14542.59,41920.51,0.23,2971.16
2023-01-29,服装,运动装,安德玛,73,91955.3,1184.68,9125.96,0.19,1259.66
2023-01-29,家居用品,家具,实木餐桌,154,575896.37,20799.89,74860.81,0.28,3739.59
2023-01-29,家居用品,灯具,北欧吊灯,24,72758.97,2751.56,6015.73,0.45,3031.62
2023-01-29,食品,粮油,进口面粉,394,6997.59,158.05,816.88,0.42,17.76
2023-01-29,电子产品,配件,平板保护套,59,542748.2,19794.1,34453.56,0.32,9199.12
2023-01-29,家居用品,灯具,水晶吊灯,158,276493.99,12468.88,20753.95,0.22,1749.96
2023-01-29,家居用品,厨具,料理机,52,89247.8,2645.8,10104.17,0.27,1716.3
2023-01-29,电子产品,游戏机,PS4 Pro,6,12321.48,520.04,852.92,0.5,2053.58
2023-01-29,电子产品,游戏机,Xbox Series X,62,484301.39,15917.06,53044.56,0.4,7811.31
2023-01-29,食品,粮油,橄榄油,288,126563.39,3298.19,11714.18,0.36,439.46
2023-01-29,电子产品,手机,华为P60,32,90789.34,4328.11,7732.18,0.39,2837.17
2023-01-29,食品,饮料,进口红酒,408,267085.79,8538.82,33694.97,0.39,654.62
2023-01-30,电子产品,手机,vivo X100,56,47069.58,1230.81,5384.48,0.45,840.53
2023-01-30,服装,配饰,手表,291,697727.73,19490.49,82381.54,0.32,2397.69
2023-01-30,电子产品,游戏机,Switch OLED,37,143422.68,7144.68,9063.08,0.42,3876.29
2023-01-30,电子产品,手机,vivo X100,24,100181.59,4056.02,9677.42,0.49,4174.23
2023-01-30,服装,运动装,阿迪达斯,229,16988.74,207.59,2086.95,0.5,74.19
2023-01-30,家居用品,厨具,电饭煲,119,49965.75,1993.14,6255.95,0.25,419.88
2023-01-30,家居用品,卫浴,浴缸套装,99,162924.17,5770.23,11049.05,0.37,1645.7
2023-01-30,食品,调味品,醋,432,324592.54,4899.65,24475.61,0.27,751.37
2023-01-30,电子产品,游戏机,Xbox Series X,75,456240.52,22667.41,35441.94,0.23,6083.21
2023-01-30,食品,调味品,调味料,140,53902.89,1645.68,6314.55,0.35,385.02
2023-01-30,电子产品,配件,平板保护套,74,443747.41,12504.88,47962.84,0.18,5996.59
2023-01-31,家居用品,家具,办公椅,67,115528.96,5461.58,9953.81,0.34,1724.31
2023-01-31,服装,童装,儿童套装,26,2129.79,83.34,164.09,0.26,81.91
2023-01-31,电子产品,笔记本,MacBook Pro,92,573454.54,11334.69,71697.25,0.23,6233.2
2023-01-31,电子产品,手机,小米14,69,599204.09,8123.57,33500.84,0.41,8684.12
2023-01-31,食品,饮料,咖啡,39,15806.56,716.69,1996.78,0.2,405.3
2023-01-31,服装,女装,连衣裙,108,223338.39,6729.77,33284.93,0.2,2067.95
2023-01-31,电子产品,配件,充电器,61,461009.17,10158.26,61114.3,0.3,7557.53
2023-01-31,服装,女装,连衣裙,199,534607.9,9000.75,58706.66,0.28,2686.47
2023-01-31,食品,生鲜,蔬菜,404,144944.24,6857.15,17314.66,0.22,358.77
2023-01-31,家居用品,家纺,毛巾套装,28,52093.82,2201.44,3876.49,0.43,1860.49
2023-01-31,食品,粮油,进口面粉,283,101813.67,4833.33,12710.81,0.35,359.77
2023-01-31,服装,女装,真丝旗袍,123,122935.53,1617.23,8994.35,0.49,999.48
2023-01-31,电子产品,平板电脑,Samsung Tab,5,27931.85,1084.67,1591.99,0.34,5586.37
2023-01-31,电子产品,相机,松下S5,83,663829.61,24078.45,76045.29,0.18,7997.95
2023-02-01,电子产品,配件,平板保护套,12,85044.6,2254.69,7848.8,0.27,7087.05
2023-02-01,服装,配饰,帽子,209,78410.24,3258.1,8453.92,0.33,375.17
2023-02-01,家居用品,厨具,进口刀具,181,283571.77,4520.85,14865.32,0.31,1566.69
2023-02-01,电子产品,平板电脑,华为MatePad,26,243449.87,9901.49,20120.88,0.29,9363.46
2023-02-01,家居用品,厨具,炒锅套装,193,323810.28,5979.23,34191.18,0.23,1677.77
2023-02-01,服装,童装,品牌童装,69,28817.57,492.02,2590.12,0.34,417.65
2023-02-01,家居用品,卫浴,浴室柜,69,34869.3,552.56,4173.76,0.26,505.35
2023-02-01,食品,粮油,面条,204,114349.15,3430.59,5867.95,0.28,560.54
2023-02-01,食品,零食,饼干,178,63904.74,2179.03,5237.57,0.47,359.02
2023-02-02,电子产品,笔记本,MacBook Air,97,267246.91,5907.63,15559.58,0.29,2755.12
2023-02-02,食品,调味品,进口橄榄油,162,83636.66,3815.58,6829.66,0.48,516.28
2023-02-02,家居用品,家具,书柜,197,400529.91,10714.2,52880.75,0.43,2033.15
2023-02-02,电子产品,手机,小米14,15,47773.63,1429.64,4716.81,0.22,3184.91
2023-02-02,食品,调味品,醋,342,282801.11,10220.54,41355.1,0.39,826.9
2023-02-02,服装,运动装,安德玛,56,18627.0,390.16,2728.57,0.42,332.62
2023-02-02,电子产品,智能手表,小米手环,95,915680.74,25689.06,133532.62,0.35,9638.74
2023-02-02,食品,调味品,进口橄榄油,229,151940.71,3929.01,20093.67,0.28,663.5
2023-02-02,服装,运动装,安德玛,12,13677.85,582.06,1662.28,0.32,1139.82
2023-02-02,家居用品,家具,办公椅,123,571755.36,22889.89,62391.65,0.18,4648.42
2023-02-03,电子产品,平板电脑,iPad Air,71,33061.11,522.1,3037.1,0.36,465.65
2023-02-03,电子产品,配件,无线耳机,53,186937.48,4718.48,26449.27,0.25,3527.12
2023-02-03,服装,男装,衬衫,262,301678.05,11271.94,34404.99,0.42,1151.44
2023-02-03,服装,童装,品牌童装,71,89616.82,2704.0,9977.34,0.43,1262.21
2023-02-03,服装,男装,衬衫,186,265323.88,3935.48,25352.07,0.46,1426.47
2023-02-03,电子产品,配件,平板保护套,12,112275.22,3252.14,6407.81,0.18,9356.27
2023-02-03,食品,粮油,进口面粉,219,143002.68,4070.31,11735.96,0.49,652.98
2023-02-03,食品,粮油,调和油,392,362591.22,17540.51,26263.48,0.24,924.98
2023-02-03,电子产品,相机,松下S5,86,182516.69,8133.29,25445.59,0.24,2122.29
2023-02-03,电子产品,智能手表,Garmin,71,468601.6,13717.54,65733.46,0.19,6600.02
2023-02-03,家居用品,收纳,置物架,22,73575.71,3617.33,5530.25,0.23,3344.35
2023-02-04,家居用品,卫浴,镜子,156,666819.06,22271.08,69623.7,0.4,4274.48
2023-02-04,电子产品,笔记本,MacBook Air,99,568102.81,17767.06,55562.47,0.18,5738.41
2023-02-04,家居用品,卫浴,智能马桶,28,15399.99,577.12,1991.46,0.27,550.0
2023-02-04,服装,男装,衬衫,34,22181.29,600.73,2838.24,0.24,652.39
2023-02-04,电子产品,智能手表,Garmin,78,684037.6,11757.55,41368.7,0.44,8769.71
2023-02-04,家居用品,家具,床架,140,357709.32,9536.76,22540.18,0.38,2555.07
2023-02-04,服装,运动装,阿迪达斯,139,75835.25,1235.4,7903.54,0.32,545.58
2023-02-04,服装,童装,外套,106,300886.9,6894.99,35453.28,0.48,2838.56
2023-02-04,食品,零食,进口巧克力,381,138944.54,5694.04,14365.31,0.33,364.68
2023-02-04,家居用品,卫浴,浴室柜,186,63589.31,2712.02,7330.25,0.44,341.88
2023-02-04,电子产品,配件,充电器,44,249832.9,9018.71,28147.42,0.27,5678.02
2023-02-04,食品,零食,进口巧克力,262,188346.94,9126.64,27919.87,0.2,718.88
2023-02-05,食品,饮料,矿泉水,404,36295.98,1748.42,4403.04,0.46,89.84
2023-02-05,家居用品,收纳,储物箱,83,304877.63,8699.31,26649.42,0.35,3673.22
2023-02-05,服装,女装,外套,154,97182.39,2875.23,8539.54,0.46,631.05
2023-02-05,食品,粮油,有机大米,457,339729.82,10667.45,27879.69,0.37,743.39
2023-02-05,电子产品,手机,iPhone 14 Pro,87,425647.71,17209.7,36483.47,0.32,4892.5
2023-02-05,食品,粮油,面条,265,216663.97,10648.16,25279.56,0.31,817.6
2023-02-05,食品,饮料,茅台酒,355,77924.11,2742.29,5422.84,0.37,219.5
2023-02-05,食品,生鲜,海鲜礼盒,408,232070.33,9271.73,17490.18,0.3,568.8
2023-02-05,家居用品,家具,实木餐桌,102,346683.4,9521.82,48239.19,0.16,3398.86
2023-02-05,食品,零食,高端坚果,498,85054.64,3934.14,11406.12,0.17,170.79
2023-02-05,电子产品,笔记本,联想ThinkPad,34,337421.82,6165.05,49630.11,0.29,9924.17
2023-02-05,食品,生鲜,进口水果,388,200052.11,10002.59,15072.71,0.27,515.6
2023-02-05,家居用品,收纳,置物架,10,14434.05,394.04,1409.41,0.45,1443.4
2023-02-05,食品,零食,糖果,172,136191.69,4015.79,20050.72,0.28,791.81
2023-02-05,电子产品,笔记本,MacBook Pro,79,696573.28,21463.97,97801.17,0.28,8817.38
2023-02-05,电子产品,平板电脑,iPad Air,51,167914.05,5503.13,23194.95,0.3,3292.43
2023-02-05,家居用品,收纳,置物架,138,564025.04,9971.02,69162.01,0.3,4087.14
2023-02-06,电子产品,配件,平板保护套,35,302543.63,7295.44,32421.29,0.43,8644.1
2023-02-06,服装,女装,外套,44,44398.93,2101.49,5793.95,0.45,1009.07
2023-02-06,食品,调味品,酱油,123,95920.06,1325.24,5013.32,0.2,779.84
2023-02-06,食品,调味品,松露油,456,373778.48,13380.72,40469.71,0.41,819.69
2023-02-06,家居用品,家纺,羽绒被,163,682768.27,12517.5,64261.61,0.17,4188.76
2023-02-06,电子产品,笔记本,联想ThinkPad,82,414168.28,17928.69,37734.56,0.38,5050.83
2023-02-06,食品,饮料,矿泉水,20,16866.31,283.84,1880.73,0.16,843.32
2023-02-06,电子产品,平板电脑,iPad Air,26,111626.02,2522.85,13322.63,0.39,4293.31
2023-02-06,服装,男装,休闲西装,64,139925.31,6172.43,12008.97,0.19,2186.33
2023-02-06,服装,男装,衬衫,226,182713.58,2098.41,17133.02,0.34,808.47
2023-02-07,电子产品,相机,尼康Z6,88,642829.91,14251.89,61277.16,0.31,7304.89
2023-02-07,食品,饮料,进口红酒,474,231095.54,3854.16,27538.52,0.49,487.54
2023-02-07,家居用品,卫浴,镜子,10,44065.46,968.97,2760.65,0.25,4406.55
2023-02-07,电子产品,平板电脑,华为MatePad,24,69453.1,2538.54,5788.43,0.29,2893.88
2023-02-07,食品,调味品,酱油,20,10210.97,200.64,1345.43,0.3,510.55
2023-02-07,服装,男装,裤子,110,257367.64,5778.63,33809.33,0.41,2339.71
2023-02-07,食品,调味品,酱油,135,2092.58,61.13,146.96,0.38,15.5
2023-02-07,食品,生鲜,三文鱼,219,64093.44,1497.81,9472.99,0.17,292.66
2023-02-07,家居用品,卫浴,智能马桶,96,402464.43,4319.3,53423.03,0.3,4192.34
2023-02-07,家居用品,厨具,烤箱,96,376121.52,5338.32,46853.55,0.34,3917.93
2023-02-07,家居用品,卫浴,智能马桶,21,3237.8,124.25,363.73,0.32,154.18
2023-02-07,电子产品,智能手表,华为Watch,27,216391.96,10266.68,23348.27,0.31,8014.52
2023-02-07,食品,调味品,醋,88,29341.65,489.6,3303.48,0.49,333.43
2023-02-07,服装,配饰,围巾,195,162075.31,7095.97,17929.32,0.45,831.16
2023-02-08,服装,童装,品牌童装,192,428015.75,14996.82,43125.41,0.44,2229.25
2023-02-08,食品,粮油,调和油,197,20289.54,328.15,2407.94,0.43,102.99
2023-02-08,服装,童装,品牌童装,228,630950.05,25658.03,60389.7,0.41,2767.32
2023-02-08,食品,零食,进口巧克力,252,51288.33,1247.06,3395.35,0.25,203.53
2023-02-08,电子产品,游戏机,PS4 Pro,7,8845.86,102.27,1068.59,0.25,1263.69
2023-02-08,食品,粮油,有机大米,31,4052.5,143.92,238.12,0.22,130.73
2023-02-08,食品,零食,薯片,202,86504.71,1174.27,10566.65,0.38,428.24
2023-02-08,食品,饮料,进口红酒,68,18310.9,786.69,1739.87,0.25,269.28
2023-02-08,食品,零食,糖果,333,32029.33,561.17,3130.34,0.16,96.18
2023-02-08,食品,生鲜,牛肉,148,103072.34,3649.54,11072.94,0.34,696.43
2023-02-08,食品,生鲜,进口水果,330,172431.0,6306.65,10141.31,0.34,522.52
2023-02-08,服装,配饰,围巾,286,178749.85,6224.44,25821.97,0.27,625.0
2023-02-09,服装,配饰,手表,119,145117.96,7238.98,12055.72,0.5,1219.48
2023-02-09,食品,调味品,酱油,166,114670.92,2628.86,11974.42,0.34,690.79
2023-02-09,家居用品,厨具,料理机,182,746229.91,32963.87,42019.71,0.27,4100.16
2023-02-09,服装,男装,衬衫,282,549820.28,12781.85,70795.31,0.41,1949.72
2023-02-09,服装,女装,真丝旗袍,33,55306.45,1226.8,5822.53,0.43,1675.95
2023-02-09,食品,粮油,调和油,393,13242.73,398.66,1159.06,0.45,33.7
2023-02-09,食品,零食,进口巧克力,281,126438.15,4509.9,6986.7,0.42,449.96
2023-02-09,电子产品,智能手表,华为Watch,93,676646.72,27880.73,75372.37,0.47,7275.77
2023-02-09,食品,调味品,醋,435,296488.98,3080.86,36664.05,0.34,681.58
2023-02-09,电子产品,笔记本,华为MateBook,66,296451.08,6957.0,18475.75,0.18,4491.68
2023-02-09,服装,男装,休闲西装,59,3212.2,143.64,275.74,0.37,54.44
2023-02-09,食品,零食,薯片,63,48403.7,510.07,2997.08,0.25,768.31
2023-02-10,家居用品,厨具,料理机,99,423645.91,11088.85,42946.0,0.28,4279.25
2023-02-10,服装,童装,品牌童装,236,143571.12,5944.7,16633.52,0.39,608.35
2023-02-10,电子产品,游戏机,Switch OLED,22,205431.25,3951.95,22055.52,0.21,9337.78
2023-02-10,家居用品,家纺,蚕丝被,51,85067.33,2662.32,7836.5,0.29,1667.99
2023-02-10,电子产品,游戏机,Switch Lite,81,458513.49,13277.34,55426.66,0.33,5660.66
2023-02-10,食品,粮油,面条,22,16535.76,454.4,1249.58,0.19,751.63
2023-02-10,电子产品,平板电脑,小米平板,76,149404.17,6192.06,19366.75,0.32,1965.84
2023-02-10,食品,饮料,咖啡,421,247305.99,10309.05,15165.49,0.3,587.43
2023-02-10,电子产品,手机,华为P60,56,35149.96,1622.75,3667.43,0.48,627.68
2023-02-10,食品,生鲜,牛肉,64,19784.84,435.39,2367.29,0.2,309.14
2023-02-10,食品,调味品,醋,345,289101.78,5767.51,21171.16,0.29,837.98
2023-02-10,电子产品,平板电脑,iPad Air,77,681611.12,12098.26,58748.52,0.38,8852.09
2023-02-11,服装,女装,连衣裙,134,98180.56,2758.63,6687.61,0.3,732.69
2023-02-11,食品,调味品,酱油,80,60497.29,824.18,4050.68,0.34,756.22
2023-02-11,家居用品,厨具,炒锅套装,14,51772.63,933.4,3169.93,0.23,3698.04
2023-02-11,服装,女装,真丝旗袍,274,464315.12,7240.49,24111.92,0.35,1694.58
2023-02-11,服装,运动装,阿迪达斯,118,123099.11,3133.42,16899.96,0.26,1043.21
2023-02-11,电子产品,相机,松下S5,16,103662.56,3403.99,7517.52,0.31,6478.91
2023-02-11,服装,童装,运动服,118,240904.65,3579.62,22751.09,0.47,2041.56
2023-02-11,家居用品,家纺,羽绒被,33,6896.46,166.18,555.37,0.34,208.98
2023-02-11,家居用品,家纺,地毯,75,211256.27,2135.0,23337.65,0.48,2816.75
2023-02-11,电子产品,笔记本,华为MateBook,3,26092.97,695.91,3557.52,0.44,8697.66
2023-02-11,电子产品,手机,OPPO Find X,20,127499.47,6370.28,14954.87,0.27,6374.97
2023-02-11,食品,粮油,进口面粉,398,360642.24,5513.44,23561.27,0.32,906.14
2023-02-11,服装,女装,连衣裙,43,43093.13,1201.13,3081.84,0.28,1002.17
2023-02-12,家居用品,收纳,整体衣柜,29,25628.53,1224.27,3061.32,0.24,883.74
2023-02-12,家居用品,灯具,落地灯,88,253082.61,12175.64,13882.49,0.39,2875.94
2023-02-12,家居用品,灯具,射灯,157,112273.35,2039.17,13469.41,0.37,715.12
2023-02-12,服装,女装,套装,273,456342.78,18152.98,31229.02,0.48,1671.59
2023-02-12,家居用品,厨具,炒锅套装,146,60743.74,1469.33,7389.48,0.26,416.05
2023-02-12,食品,粮油,调和油,267,264715.49,4085.94,18070.0,0.31,991.44
2023-02-12,食品,粮油,有机大米,140,55575.61,1357.79,3063.76,0.16,396.97
2023-02-12,食品,粮油,有机大米,253,181049.32,7452.14,19665.99,0.3,715.61
2023-02-12,食品,生鲜,进口水果,174,170415.25,5526.94,8636.85,0.38,979.4
2023-02-12,食品,零食,进口巧克力,429,218465.75,4418.07,16064.75,0.35,509.24
